"","cage","treatment","side","value","time","Date"
"628",4,"b2","ne",564,70,2023-09-06
"629",4,"b2","ne",2453,70,2023-09-06
"630",4,"b2","ne",1346,70,2023-09-06
"631",4,"b2","ne",824,70,2023-09-06
"632",5,"45","sw",1571,70,2023-09-06
"633",5,"45","sw",655,70,2023-09-06
"634",5,"45","sw",246,70,2023-09-06
"635",5,"45","sw",350,70,2023-09-06
"636",5,"45","sw",674,70,2023-09-06
"637",5,"45","sw",1212,70,2023-09-06
"638",5,"45","sw",751,70,2023-09-06
"639",5,"45","sw",531,70,2023-09-06
"640",6,"b2","ne",1357,70,2023-09-06
"641",6,"b2","ne",587,70,2023-09-06
"642",6,"b2","ne",532,70,2023-09-06
"643",6,"b2","ne",445,70,2023-09-06
"644",6,"b2","ne",677,70,2023-09-06
"645",6,"b2","ne",1243,70,2023-09-06
"646",6,"b2","ne",1075,70,2023-09-06
"647",6,"b2","ne",968,70,2023-09-06
"648",7,"45","sw",598,70,2023-09-06
"649",7,"45","sw",370,70,2023-09-06
"650",7,"45","sw",155,70,2023-09-06
"651",7,"45","sw",359,70,2023-09-06
"652",7,"45","sw",464,70,2023-09-06
"653",7,"45","sw",973,70,2023-09-06
"654",7,"45","sw",537,70,2023-09-06
"655",7,"45","sw",605,70,2023-09-06
"656",8,"b2","ne",777,70,2023-09-06
"657",8,"b2","ne",1179,70,2023-09-06
"658",8,"b2","ne",381,70,2023-09-06
"659",8,"b2","ne",228,70,2023-09-06
"660",8,"b2","ne",387,70,2023-09-06
"661",8,"b2","ne",321,70,2023-09-06
"662",8,"b2","ne",657,70,2023-09-06
"663",8,"b2","ne",557,70,2023-09-06
"664",9,"t2","sw",563,70,2023-09-06
"665",9,"t2","sw",500,70,2023-09-06
"666",9,"t2","sw",1017,70,2023-09-06
"667",9,"t2","sw",536,70,2023-09-06
"668",9,"t2","sw",336,70,2023-09-06
"669",9,"t2","sw",592,70,2023-09-06
"670",9,"t2","sw",1298,70,2023-09-06
"671",9,"t2","sw",1200,70,2023-09-06
"672",10,"45","ne",1230,70,2023-09-06
"673",10,"45","ne",668,70,2023-09-06
"674",10,"45","ne",294,70,2023-09-06
"675",10,"45","ne",154,70,2023-09-06
"676",10,"45","ne",249,70,2023-09-06
"677",10,"45","ne",521,70,2023-09-06
"678",10,"45","ne",494,70,2023-09-06
"679",10,"45","ne",473,70,2023-09-06
"680",11,"b2","sw",197,70,2023-09-06
"681",11,"b2","sw",76,70,2023-09-06
"682",11,"b2","sw",190,70,2023-09-06
"683",11,"b2","sw",116,70,2023-09-06
"684",11,"b2","sw",226,70,2023-09-06
"685",11,"b2","sw",316,70,2023-09-06
"686",11,"b2","sw",1082,70,2023-09-06
"687",11,"b2","sw",808,70,2023-09-06
"688",12,"45","ne",612,70,2023-09-06
"689",12,"45","ne",476,70,2023-09-06
"690",12,"45","ne",357,70,2023-09-06
"691",12,"45","ne",142,70,2023-09-06
"692",12,"45","ne",338,70,2023-09-06
"693",12,"45","ne",994,70,2023-09-06
"694",12,"45","ne",419,70,2023-09-06
"695",12,"45","ne",306,70,2023-09-06
"696",13,"t2","sw",114,70,2023-09-06
"697",13,"t2","sw",242,70,2023-09-06
"698",13,"t2","sw",166,70,2023-09-06
"699",13,"t2","sw",251,70,2023-09-06
"700",13,"t2","sw",413,70,2023-09-06
"701",13,"t2","sw",1441,70,2023-09-06
"702",13,"t2","sw",882,70,2023-09-06
"703",13,"t2","sw",820,70,2023-09-06
"704",14,"b2","ne",1226,70,2023-09-06
"705",14,"b2","ne",632,70,2023-09-06
"706",14,"b2","ne",797,70,2023-09-06
"707",14,"b2","ne",880,70,2023-09-06
"708",14,"b2","ne",640,70,2023-09-06
"709",14,"b2","ne",380,70,2023-09-06
"710",14,"b2","ne",351,70,2023-09-06
"711",14,"b2","ne",719,70,2023-09-06
"712",15,"45","sw",2987,70,2023-09-06
"713",15,"45","sw",820,70,2023-09-06
"714",15,"45","sw",543,70,2023-09-06
"715",15,"45","sw",578,70,2023-09-06
"716",15,"45","sw",374,70,2023-09-06
"717",15,"45","sw",1123,70,2023-09-06
"718",15,"45","sw",1150,70,2023-09-06
"719",15,"45","sw",1469,70,2023-09-06
"720",1,"b2","sw",150,76,2023-09-12
"721",1,"b2","sw",109,76,2023-09-12
"722",1,"b2","sw",38,76,2023-09-12
"723",1,"b2","sw",34,76,2023-09-12
"724",1,"b2","sw",32,76,2023-09-12
"725",1,"b2","sw",23,76,2023-09-12
"726",1,"b2","sw",114,76,2023-09-12
"727",1,"b2","sw",253,76,2023-09-12
"728",2,"45","ne",217,76,2023-09-12
"729",2,"45","ne",113,76,2023-09-12
"730",2,"45","ne",22,76,2023-09-12
"731",2,"45","ne",10,76,2023-09-12
"732",2,"45","ne",6,76,2023-09-12
"733",2,"45","ne",15,76,2023-09-12
"734",2,"45","ne",33,76,2023-09-12
"735",2,"45","ne",71,76,2023-09-12
"736",3,"t2","sw",693,76,2023-09-12
"737",3,"t2","sw",615,76,2023-09-12
"738",3,"t2","sw",189,76,2023-09-12
"739",3,"t2","sw",90,76,2023-09-12
"740",3,"t2","sw",58,76,2023-09-12
"741",3,"t2","sw",186,76,2023-09-12
"742",3,"t2","sw",479,76,2023-09-12
"743",3,"t2","sw",1041,76,2023-09-12
"744",4,"b2","ne",1109,76,2023-09-12
"745",4,"b2","ne",790,76,2023-09-12
"746",4,"b2","ne",203,76,2023-09-12
"747",4,"b2","ne",80,76,2023-09-12
"748",4,"b2","ne",165,76,2023-09-12
"749",4,"b2","ne",240,76,2023-09-12
"750",4,"b2","ne",301,76,2023-09-12
"751",4,"b2","ne",336,76,2023-09-12
"752",5,"45","sw",581,76,2023-09-12
"753",5,"45","sw",432,76,2023-09-12
"754",5,"45","sw",175,76,2023-09-12
"755",5,"45","sw",63,76,2023-09-12
"756",5,"45","sw",68,76,2023-09-12
"757",5,"45","sw",89,76,2023-09-12
"758",5,"45","sw",346,76,2023-09-12
"759",5,"45","sw",542,76,2023-09-12
"760",6,"b2","ne",103,76,2023-09-12
"761",6,"b2","ne",54,76,2023-09-12
"762",6,"b2","ne",36,76,2023-09-12
"763",6,"b2","ne",39,76,2023-09-12
"764",6,"b2","ne",46,76,2023-09-12
"765",6,"b2","ne",62,76,2023-09-12
"766",6,"b2","ne",189,76,2023-09-12
"767",6,"b2","ne",165,76,2023-09-12
"768",7,"45","sw",544,76,2023-09-12
"769",7,"45","sw",298,76,2023-09-12
"770",7,"45","sw",88,76,2023-09-12
"771",7,"45","sw",63,76,2023-09-12
"772",7,"45","sw",56,76,2023-09-12
"773",7,"45","sw",151,76,2023-09-12
"774",7,"45","sw",461,76,2023-09-12
"775",7,"45","sw",379,76,2023-09-12
"776",8,"b2","ne",85,76,2023-09-12
"777",8,"b2","ne",71,76,2023-09-12
"778",8,"b2","ne",57,76,2023-09-12
"779",8,"b2","ne",49,76,2023-09-12
"780",8,"b2","ne",32,76,2023-09-12
"781",8,"b2","ne",65,76,2023-09-12
"782",8,"b2","ne",97,76,2023-09-12
"783",8,"b2","ne",134,76,2023-09-12
"784",9,"t2","sw",754,76,2023-09-12
"785",9,"t2","sw",661,76,2023-09-12
"786",9,"t2","sw",199,76,2023-09-12
"787",9,"t2","sw",100,76,2023-09-12
"788",9,"t2","sw",169,76,2023-09-12
"789",9,"t2","sw",277,76,2023-09-12
"790",9,"t2","sw",491,76,2023-09-12
"791",9,"t2","sw",803,76,2023-09-12
"792",10,"45","ne",114,76,2023-09-12
"793",10,"45","ne",84,76,2023-09-12
"794",10,"45","ne",45,76,2023-09-12
"795",10,"45","ne",13,76,2023-09-12
"796",10,"45","ne",18,76,2023-09-12
"797",10,"45","ne",66,76,2023-09-12
"798",10,"45","ne",12,76,2023-09-12
"799",10,"45","ne",60,76,2023-09-12
"800",11,"b2","sw",118,76,2023-09-12
"801",11,"b2","sw",106,76,2023-09-12
"802",11,"b2","sw",41,76,2023-09-12
"803",11,"b2","sw",34,76,2023-09-12
"804",11,"b2","sw",31,76,2023-09-12
"805",11,"b2","sw",25,76,2023-09-12
"806",11,"b2","sw",60,76,2023-09-12
"807",11,"b2","sw",74,76,2023-09-12
"808",12,"45","ne",50,76,2023-09-12
"809",12,"45","ne",41,76,2023-09-12
"810",12,"45","ne",33,76,2023-09-12
"811",12,"45","ne",28,76,2023-09-12
"812",12,"45","ne",37,76,2023-09-12
"813",12,"45","ne",59,76,2023-09-12
"814",12,"45","ne",169,76,2023-09-12
"815",12,"45","ne",148,76,2023-09-12
"816",13,"t2","sw",446,76,2023-09-12
"817",13,"t2","sw",343,76,2023-09-12
"818",13,"t2","sw",161,76,2023-09-12
"819",13,"t2","sw",89,76,2023-09-12
"820",13,"t2","sw",70,76,2023-09-12
"821",13,"t2","sw",158,76,2023-09-12
"822",13,"t2","sw",299,76,2023-09-12
"823",13,"t2","sw",299,76,2023-09-12
"824",14,"b2","ne",222,76,2023-09-12
"825",14,"b2","ne",137,76,2023-09-12
"826",14,"b2","ne",109,76,2023-09-12
"827",14,"b2","ne",61,76,2023-09-12
"828",14,"b2","ne",31,76,2023-09-12
"829",14,"b2","ne",63,76,2023-09-12
"830",14,"b2","ne",239,76,2023-09-12
"831",14,"b2","ne",274,76,2023-09-12
"832",15,"45","sw",431,76,2023-09-12
"833",15,"45","sw",257,76,2023-09-12
"834",15,"45","sw",68,76,2023-09-12
"835",15,"45","sw",67,76,2023-09-12
"836",15,"45","sw",96,76,2023-09-12
"837",15,"45","sw",156,76,2023-09-12
"838",15,"45","sw",278,76,2023-09-12
"839",15,"45","sw",306,76,2023-09-12
"840",1,"b2","sw",132,90,2023-09-26
"841",1,"b2","sw",153,90,2023-09-26
"842",1,"b2","sw",54,90,2023-09-26
"843",1,"b2","sw",47,90,2023-09-26
"844",1,"b2","sw",118,90,2023-09-26
"845",1,"b2","sw",74,90,2023-09-26
"846",1,"b2","sw",115,90,2023-09-26
"847",1,"b2","sw",193,90,2023-09-26
"848",2,"45","ne",139,90,2023-09-26
"849",2,"45","ne",86,90,2023-09-26
"850",2,"45","ne",18,90,2023-09-26
"851",2,"45","ne",13,90,2023-09-26
"852",2,"45","ne",30,90,2023-09-26
"853",2,"45","ne",36,90,2023-09-26
"854",2,"45","ne",61,90,2023-09-26
"855",2,"45","ne",76,90,2023-09-26
"856",3,"t2","sw",392,90,2023-09-26
"857",3,"t2","sw",419,90,2023-09-26
"858",3,"t2","sw",261,90,2023-09-26
"859",3,"t2","sw",112,90,2023-09-26
"860",3,"t2","sw",261,90,2023-09-26
"861",3,"t2","sw",230,90,2023-09-26
"862",3,"t2","sw",275,90,2023-09-26
"863",3,"t2","sw",446,90,2023-09-26
"864",4,"b2","ne",420,90,2023-09-26
"865",4,"b2","ne",258,90,2023-09-26
"866",4,"b2","ne",93,90,2023-09-26
"867",4,"b2","ne",40,90,2023-09-26
"868",4,"b2","ne",174,90,2023-09-26
"869",4,"b2","ne",125,90,2023-09-26
"870",4,"b2","ne",158,90,2023-09-26
"871",4,"b2","ne",211,90,2023-09-26
"872",5,"45","sw",583,90,2023-09-26
"873",5,"45","sw",285,90,2023-09-26
"874",5,"45","sw",135,90,2023-09-26
"875",5,"45","sw",120,90,2023-09-26
"876",5,"45","sw",200,90,2023-09-26
"877",5,"45","sw",162,90,2023-09-26
"878",5,"45","sw",202,90,2023-09-26
"879",5,"45","sw",295,90,2023-09-26
"880",6,"b2","ne",245,90,2023-09-26
"881",6,"b2","ne",137,90,2023-09-26
"882",6,"b2","ne",54,90,2023-09-26
"883",6,"b2","ne",46,90,2023-09-26
"884",6,"b2","ne",94,90,2023-09-26
"885",6,"b2","ne",84,90,2023-09-26
"886",6,"b2","ne",94,90,2023-09-26
"887",6,"b2","ne",147,90,2023-09-26
"888",7,"45","sw",691,90,2023-09-26
"889",7,"45","sw",332,90,2023-09-26
"890",7,"45","sw",138,90,2023-09-26
"891",7,"45","sw",142,90,2023-09-26
"892",7,"45","sw",282,90,2023-09-26
"893",7,"45","sw",155,90,2023-09-26
"894",7,"45","sw",325,90,2023-09-26
"895",7,"45","sw",490,90,2023-09-26
"896",8,"b2","ne",297,90,2023-09-26
"897",8,"b2","ne",227,90,2023-09-26
"898",8,"b2","ne",172,90,2023-09-26
"899",8,"b2","ne",97,90,2023-09-26
"900",8,"b2","ne",295,90,2023-09-26
"901",8,"b2","ne",279,90,2023-09-26
"902",8,"b2","ne",270,90,2023-09-26
"903",8,"b2","ne",335,90,2023-09-26
"904",9,"t2","sw",561,90,2023-09-26
"905",9,"t2","sw",558,90,2023-09-26
"906",9,"t2","sw",208,90,2023-09-26
"907",9,"t2","sw",90,90,2023-09-26
"908",9,"t2","sw",217,90,2023-09-26
"909",9,"t2","sw",284,90,2023-09-26
"910",9,"t2","sw",347,90,2023-09-26
"911",9,"t2","sw",229,90,2023-09-26
"912",10,"45","ne",148,90,2023-09-26
"913",10,"45","ne",167,90,2023-09-26
"914",10,"45","ne",40,90,2023-09-26
"915",10,"45","ne",41,90,2023-09-26
"916",10,"45","ne",110,90,2023-09-26
"917",10,"45","ne",142,90,2023-09-26
"918",10,"45","ne",57,90,2023-09-26
"919",10,"45","ne",76,90,2023-09-26
"920",11,"b2","sw",451,90,2023-09-26
"921",11,"b2","sw",301,90,2023-09-26
"922",11,"b2","sw",208,90,2023-09-26
"923",11,"b2","sw",119,90,2023-09-26
"924",11,"b2","sw",123,90,2023-09-26
"925",11,"b2","sw",156,90,2023-09-26
"926",11,"b2","sw",233,90,2023-09-26
"927",11,"b2","sw",374,90,2023-09-26
"928",12,"45","ne",127,90,2023-09-26
"929",12,"45","ne",161,90,2023-09-26
"930",12,"45","ne",40,90,2023-09-26
"931",12,"45","ne",25,90,2023-09-26
"932",12,"45","ne",64,90,2023-09-26
"933",12,"45","ne",58,90,2023-09-26
"934",12,"45","ne",60,90,2023-09-26
"935",12,"45","ne",98,90,2023-09-26
"936",13,"t2","sw",170,90,2023-09-26
"937",13,"t2","sw",240,90,2023-09-26
"938",13,"t2","sw",188,90,2023-09-26
"939",13,"t2","sw",136,90,2023-09-26
"940",13,"t2","sw",187,90,2023-09-26
"941",13,"t2","sw",154,90,2023-09-26
"942",13,"t2","sw",201,90,2023-09-26
"943",13,"t2","sw",295,90,2023-09-26
"944",14,"b2","ne",358,90,2023-09-26
"945",14,"b2","ne",453,90,2023-09-26
"946",14,"b2","ne",51,90,2023-09-26
"947",14,"b2","ne",75,90,2023-09-26
"948",14,"b2","ne",189,90,2023-09-26
"949",14,"b2","ne",120,90,2023-09-26
"950",14,"b2","ne",151,90,2023-09-26
"951",14,"b2","ne",139,90,2023-09-26
"952",15,"45","sw",760,90,2023-09-26
"953",15,"45","sw",741,90,2023-09-26
"954",15,"45","sw",135,90,2023-09-26
"955",15,"45","sw",128,90,2023-09-26
"956",15,"45","sw",196,90,2023-09-26
"957",15,"45","sw",168,90,2023-09-26
"958",15,"45","sw",297,90,2023-09-26
"959",15,"45","sw",275,90,2023-09-26
"960",1,"b2","sw",161,103,2023-10-09
"961",1,"b2","sw",138,103,2023-10-09
"962",1,"b2","sw",42,103,2023-10-09
"963",1,"b2","sw",51,103,2023-10-09
"964",1,"b2","sw",33,103,2023-10-09
"965",1,"b2","sw",60,103,2023-10-09
"966",1,"b2","sw",166,103,2023-10-09
"967",1,"b2","sw",137,103,2023-10-09
"968",2,"45","ne",53,103,2023-10-09
"969",2,"45","ne",54,103,2023-10-09
"970",2,"45","ne",22,103,2023-10-09
"971",2,"45","ne",12,103,2023-10-09
"972",2,"45","ne",16,103,2023-10-09
"973",2,"45","ne",7,103,2023-10-09
"974",2,"45","ne",32,103,2023-10-09
"975",2,"45","ne",51,103,2023-10-09
"976",3,"t2","sw",316,103,2023-10-09
"977",3,"t2","sw",223,103,2023-10-09
"978",3,"t2","sw",142,103,2023-10-09
"979",3,"t2","sw",71,103,2023-10-09
"980",3,"t2","sw",50,103,2023-10-09
"981",3,"t2","sw",99,103,2023-10-09
"982",3,"t2","sw",207,103,2023-10-09
"983",3,"t2","sw",282,103,2023-10-09
"984",4,"b2","ne",168,103,2023-10-09
"985",4,"b2","ne",128,103,2023-10-09
"986",4,"b2","ne",82,103,2023-10-09
"987",4,"b2","ne",26,103,2023-10-09
"988",4,"b2","ne",47,103,2023-10-09
"989",4,"b2","ne",43,103,2023-10-09
"990",4,"b2","ne",131,103,2023-10-09
"991",4,"b2","ne",184,103,2023-10-09
"992",5,"45","sw",199,103,2023-10-09
"993",5,"45","sw",162,103,2023-10-09
"994",5,"45","sw",93,103,2023-10-09
"995",5,"45","sw",74,103,2023-10-09
"996",5,"45","sw",49,103,2023-10-09
"997",5,"45","sw",162,103,2023-10-09
"998",5,"45","sw",190,103,2023-10-09
"999",5,"45","sw",235,103,2023-10-09
"1000",6,"b2","ne",157,103,2023-10-09
"1001",6,"b2","ne",165,103,2023-10-09
"1002",6,"b2","ne",76,103,2023-10-09
"1003",6,"b2","ne",44,103,2023-10-09
"1004",6,"b2","ne",75,103,2023-10-09
"1005",6,"b2","ne",60,103,2023-10-09
"1006",6,"b2","ne",17,103,2023-10-09
"1007",6,"b2","ne",109,103,2023-10-09
"1008",7,"45","sw",203,103,2023-10-09
"1009",7,"45","sw",282,103,2023-10-09
"1010",7,"45","sw",104,103,2023-10-09
"1011",7,"45","sw",96,103,2023-10-09
"1012",7,"45","sw",80,103,2023-10-09
"1013",7,"45","sw",175,103,2023-10-09
"1014",7,"45","sw",364,103,2023-10-09
"1015",7,"45","sw",254,103,2023-10-09
"1016",8,"b2","ne",217,103,2023-10-09
"1017",8,"b2","ne",178,103,2023-10-09
"1018",8,"b2","ne",87,103,2023-10-09
"1019",8,"b2","ne",73,103,2023-10-09
"1020",8,"b2","ne",56,103,2023-10-09
"1021",8,"b2","ne",73,103,2023-10-09
"1022",8,"b2","ne",137,103,2023-10-09
"1023",8,"b2","ne",205,103,2023-10-09
"1024",9,"t2","sw",246,103,2023-10-09
"1025",9,"t2","sw",280,103,2023-10-09
"1026",9,"t2","sw",134,103,2023-10-09
"1027",9,"t2","sw",70,103,2023-10-09
"1028",9,"t2","sw",51,103,2023-10-09
"1029",9,"t2","sw",155,103,2023-10-09
"1030",9,"t2","sw",393,103,2023-10-09
"1031",9,"t2","sw",419,103,2023-10-09
"1032",10,"45","ne",107,103,2023-10-09
"1033",10,"45","ne",101,103,2023-10-09
"1034",10,"45","ne",68,103,2023-10-09
"1035",10,"45","ne",37,103,2023-10-09
"1036",10,"45","ne",28,103,2023-10-09
"1037",10,"45","ne",66,103,2023-10-09
"1038",10,"45","ne",75,103,2023-10-09
"1039",10,"45","ne",119,103,2023-10-09
"1040",11,"b2","sw",224,103,2023-10-09
"1041",11,"b2","sw",243,103,2023-10-09
"1042",11,"b2","sw",129,103,2023-10-09
"1043",11,"b2","sw",61,103,2023-10-09
"1044",11,"b2","sw",55,103,2023-10-09
"1045",11,"b2","sw",120,103,2023-10-09
"1046",11,"b2","sw",234,103,2023-10-09
"1047",11,"b2","sw",262,103,2023-10-09
"1048",12,"45","ne",82,103,2023-10-09
"1049",12,"45","ne",101,103,2023-10-09
"1050",12,"45","ne",71,103,2023-10-09
"1051",12,"45","ne",33,103,2023-10-09
"1052",12,"45","ne",56,103,2023-10-09
"1053",12,"45","ne",88,103,2023-10-09
"1054",12,"45","ne",88,103,2023-10-09
"1055",12,"45","ne",96,103,2023-10-09
"1056",13,"t2","sw",229,103,2023-10-09
"1057",13,"t2","sw",194,103,2023-10-09
"1058",13,"t2","sw",155,103,2023-10-09
"1059",13,"t2","sw",101,103,2023-10-09
"1060",13,"t2","sw",78,103,2023-10-09
"1061",13,"t2","sw",79,103,2023-10-09
"1062",13,"t2","sw",418,103,2023-10-09
"1063",13,"t2","sw",425,103,2023-10-09
"1064",14,"b2","ne",168,103,2023-10-09
"1065",14,"b2","ne",216,103,2023-10-09
"1066",14,"b2","ne",107,103,2023-10-09
"1067",14,"b2","ne",91,103,2023-10-09
"1068",14,"b2","ne",97,103,2023-10-09
"1069",14,"b2","ne",120,103,2023-10-09
"1070",14,"b2","ne",221,103,2023-10-09
"1071",14,"b2","ne",192,103,2023-10-09
"1072",15,"45","sw",303,103,2023-10-09
"1073",15,"45","sw",306,103,2023-10-09
"1074",15,"45","sw",175,103,2023-10-09
"1075",15,"45","sw",200,103,2023-10-09
"1076",15,"45","sw",118,103,2023-10-09
"1077",15,"45","sw",164,103,2023-10-09
"1078",15,"45","sw",312,103,2023-10-09
"1079",15,"45","sw",266,103,2023-10-09
"1080",1,"b2","sw",66,114,2023-10-20
"1081",1,"b2","sw",90,114,2023-10-20
"1082",1,"b2","sw",18,114,2023-10-20
"1083",1,"b2","sw",11,114,2023-10-20
"1084",1,"b2","sw",20,114,2023-10-20
"1085",1,"b2","sw",10,114,2023-10-20
"1086",1,"b2","sw",46,114,2023-10-20
"1087",1,"b2","sw",75,114,2023-10-20
"1088",2,"45","ne",53,114,2023-10-20
"1089",2,"45","ne",46,114,2023-10-20
"1090",2,"45","ne",11,114,2023-10-20
"1091",2,"45","ne",5,114,2023-10-20
"1092",2,"45","ne",7,114,2023-10-20
"1093",2,"45","ne",9,114,2023-10-20
"1094",2,"45","ne",22,114,2023-10-20
"1095",2,"45","ne",27,114,2023-10-20
"1096",3,"t2","sw",226,114,2023-10-20
"1097",3,"t2","sw",194,114,2023-10-20
"1098",3,"t2","sw",73,114,2023-10-20
"1099",3,"t2","sw",52,114,2023-10-20
"1100",3,"t2","sw",41,114,2023-10-20
"1101",3,"t2","sw",68,114,2023-10-20
"1102",3,"t2","sw",196,114,2023-10-20
"1103",3,"t2","sw",347,114,2023-10-20
"1104",5,"45","sw",156,114,2023-10-20
"1105",5,"45","sw",128,114,2023-10-20
"1106",5,"45","sw",55,114,2023-10-20
"1107",5,"45","sw",26,114,2023-10-20
"1108",5,"45","sw",37,114,2023-10-20
"1109",5,"45","sw",54,114,2023-10-20
"1110",5,"45","sw",22,114,2023-10-20
"1111",5,"45","sw",143,114,2023-10-20
"1112",6,"b2","ne",150,114,2023-10-20
"1113",6,"b2","ne",214,114,2023-10-20
"1114",6,"b2","ne",134,114,2023-10-20
"1115",6,"b2","ne",70,114,2023-10-20
"1116",6,"b2","ne",75,114,2023-10-20
"1117",6,"b2","ne",71,114,2023-10-20
"1118",6,"b2","ne",65,114,2023-10-20
"1119",6,"b2","ne",104,114,2023-10-20
"1120",7,"45","sw",171,114,2023-10-20
"1121",7,"45","sw",207,114,2023-10-20
"1122",7,"45","sw",54,114,2023-10-20
"1123",7,"45","sw",30,114,2023-10-20
"1124",7,"45","sw",58,114,2023-10-20
"1125",7,"45","sw",53,114,2023-10-20
"1126",7,"45","sw",174,114,2023-10-20
"1127",7,"45","sw",226,114,2023-10-20
"1128",8,"b2","ne",204,114,2023-10-20
"1129",8,"b2","ne",158,114,2023-10-20
"1130",8,"b2","ne",40,114,2023-10-20
"1131",8,"b2","ne",25,114,2023-10-20
"1132",8,"b2","ne",55,114,2023-10-20
"1133",8,"b2","ne",66,114,2023-10-20
"1134",8,"b2","ne",129,114,2023-10-20
"1135",8,"b2","ne",198,114,2023-10-20
"1136",9,"t2","sw",307,114,2023-10-20
"1137",9,"t2","sw",260,114,2023-10-20
"1138",9,"t2","sw",85,114,2023-10-20
"1139",9,"t2","sw",63,114,2023-10-20
"1140",9,"t2","sw",64,114,2023-10-20
"1141",9,"t2","sw",71,114,2023-10-20
"1142",9,"t2","sw",195,114,2023-10-20
"1143",9,"t2","sw",253,114,2023-10-20
"1144",10,"45","ne",116,114,2023-10-20
"1145",10,"45","ne",182,114,2023-10-20
"1146",10,"45","ne",89,114,2023-10-20
"1147",10,"45","ne",49,114,2023-10-20
"1148",10,"45","ne",38,114,2023-10-20
"1149",10,"45","ne",74,114,2023-10-20
"1150",10,"45","ne",73,114,2023-10-20
"1151",10,"45","ne",92,114,2023-10-20
"1152",11,"b2","sw",217,114,2023-10-20
"1153",11,"b2","sw",259,114,2023-10-20
"1154",11,"b2","sw",77,114,2023-10-20
"1155",11,"b2","sw",48,114,2023-10-20
"1156",11,"b2","sw",41,114,2023-10-20
"1157",11,"b2","sw",53,114,2023-10-20
"1158",11,"b2","sw",197,114,2023-10-20
"1159",11,"b2","sw",263,114,2023-10-20
"1160",12,"45","ne",140,114,2023-10-20
"1161",12,"45","ne",181,114,2023-10-20
"1162",12,"45","ne",45,114,2023-10-20
"1163",12,"45","ne",44,114,2023-10-20
"1164",12,"45","ne",43,114,2023-10-20
"1165",12,"45","ne",58,114,2023-10-20
"1166",12,"45","ne",54,114,2023-10-20
"1167",12,"45","ne",65,114,2023-10-20
"1168",13,"t2","sw",307,114,2023-10-20
"1169",13,"t2","sw",258,114,2023-10-20
"1170",13,"t2","sw",142,114,2023-10-20
"1171",13,"t2","sw",100,114,2023-10-20
"1172",13,"t2","sw",86,114,2023-10-20
"1173",13,"t2","sw",79,114,2023-10-20
"1174",13,"t2","sw",280,114,2023-10-20
"1175",13,"t2","sw",352,114,2023-10-20
"1176",14,"b2","ne",228,114,2023-10-20
"1177",14,"b2","ne",178,114,2023-10-20
"1178",14,"b2","ne",90,114,2023-10-20
"1179",14,"b2","ne",77,114,2023-10-20
"1180",14,"b2","ne",89,114,2023-10-20
"1181",14,"b2","ne",66,114,2023-10-20
"1182",14,"b2","ne",94,114,2023-10-20
"1183",14,"b2","ne",113,114,2023-10-20
"1184",15,"45","sw",247,114,2023-10-20
"1185",15,"45","sw",301,114,2023-10-20
"1186",15,"45","sw",235,114,2023-10-20
"1187",15,"45","sw",190,114,2023-10-20
"1188",15,"45","sw",183,114,2023-10-20
"1189",15,"45","sw",161,114,2023-10-20
"1190",15,"45","sw",291,114,2023-10-20
"1191",15,"45","sw",228,114,2023-10-20
"1192",1,"b2","sw",21,122,2023-10-28
"1193",1,"b2","sw",23,122,2023-10-28
"1194",1,"b2","sw",4,122,2023-10-28
"1195",1,"b2","sw",7,122,2023-10-28
"1196",1,"b2","sw",10,122,2023-10-28
"1197",1,"b2","sw",1,122,2023-10-28
"1198",1,"b2","sw",13,122,2023-10-28
"1199",1,"b2","sw",22,122,2023-10-28
"1200",2,"45","ne",21,122,2023-10-28
"1201",2,"45","ne",19,122,2023-10-28
"1202",2,"45","ne",4,122,2023-10-28
"1203",2,"45","ne",2,122,2023-10-28
"1204",2,"45","ne",2,122,2023-10-28
"1205",2,"45","ne",3,122,2023-10-28
"1206",2,"45","ne",2,122,2023-10-28
"1207",2,"45","ne",9,122,2023-10-28
"1208",3,"t2","sw",144,122,2023-10-28
"1209",3,"t2","sw",91,122,2023-10-28
"1210",3,"t2","sw",49,122,2023-10-28
"1211",3,"t2","sw",28,122,2023-10-28
"1212",3,"t2","sw",8,122,2023-10-28
"1213",3,"t2","sw",24,122,2023-10-28
"1214",3,"t2","sw",43,122,2023-10-28
"1215",3,"t2","sw",45,122,2023-10-28
"1216",5,"45","sw",43,122,2023-10-28
"1217",5,"45","sw",29,122,2023-10-28
"1218",5,"45","sw",8,122,2023-10-28
"1219",5,"45","sw",8,122,2023-10-28
"1220",5,"45","sw",2,122,2023-10-28
"1221",5,"45","sw",1,122,2023-10-28
"1222",5,"45","sw",15,122,2023-10-28
"1223",5,"45","sw",22,122,2023-10-28
"1224",6,"b2","ne",151,122,2023-10-28
"1225",6,"b2","ne",145,122,2023-10-28
"1226",6,"b2","ne",115,122,2023-10-28
"1227",6,"b2","ne",17,122,2023-10-28
"1228",6,"b2","ne",82,122,2023-10-28
"1229",6,"b2","ne",42,122,2023-10-28
"1230",6,"b2","ne",10,122,2023-10-28
"1231",6,"b2","ne",25,122,2023-10-28
"1232",7,"45","sw",21,122,2023-10-28
"1233",7,"45","sw",27,122,2023-10-28
"1234",7,"45","sw",10,122,2023-10-28
