"","cage","treatment","side","edge","variable","timecol","datecol","JMCcol","value","time","ts","tst","Date"
"220",13,"t2","sw","n","time1-24Jul-PJ","time1","2023-07-24","PJ",221,26,"t2sw","t2sw26",2023-07-24
"221",13,"t2","sw","n","time1-24Jul-PJ","time1","2023-07-24","PJ",145,26,"t2sw","t2sw26",2023-07-24
"222",13,"t2","sw","n","time1-24Jul-PJ","time1","2023-07-24","PJ",73,26,"t2sw","t2sw26",2023-07-24
"223",13,"t2","sw","n","time1-24Jul-PJ","time1","2023-07-24","PJ",300,26,"t2sw","t2sw26",2023-07-24
"224",13,"t2","sw","n","time1-24Jul-PJ","time1","2023-07-24","PJ",264,26,"t2sw","t2sw26",2023-07-24
"225",14,"b2","ne","y","time1-24Jul-PJ","time1","2023-07-24","PJ",136,26,"b2ne","b2ne26",2023-07-24
"226",14,"b2","ne","y","time1-24Jul-PJ","time1","2023-07-24","PJ",191,26,"b2ne","b2ne26",2023-07-24
"227",14,"b2","ne","y","time1-24Jul-PJ","time1","2023-07-24","PJ",116,26,"b2ne","b2ne26",2023-07-24
"228",14,"b2","ne","y","time1-24Jul-PJ","time1","2023-07-24","PJ",56,26,"b2ne","b2ne26",2023-07-24
"229",14,"b2","ne","y","time1-24Jul-PJ","time1","2023-07-24","PJ",26,26,"b2ne","b2ne26",2023-07-24
"230",14,"b2","ne","y","time1-24Jul-PJ","time1","2023-07-24","PJ",24,26,"b2ne","b2ne26",2023-07-24
"231",14,"b2","ne","y","time1-24Jul-PJ","time1","2023-07-24","PJ",172,26,"b2ne","b2ne26",2023-07-24
"232",14,"b2","ne","y","time1-24Jul-PJ","time1","2023-07-24","PJ",79,26,"b2ne","b2ne26",2023-07-24
"233",15,"45","sw","y","time1-24Jul-PJ","time1","2023-07-24","PJ",333,26,"45sw","45sw26",2023-07-24
"234",15,"45","sw","y","time1-24Jul-PJ","time1","2023-07-24","PJ",236,26,"45sw","45sw26",2023-07-24
"235",15,"45","sw","y","time1-24Jul-PJ","time1","2023-07-24","PJ",311,26,"45sw","45sw26",2023-07-24
"236",15,"45","sw","y","time1-24Jul-PJ","time1","2023-07-24","PJ",330,26,"45sw","45sw26",2023-07-24
"237",15,"45","sw","y","time1-24Jul-PJ","time1","2023-07-24","PJ",255,26,"45sw","45sw26",2023-07-24
"238",15,"45","sw","y","time1-24Jul-PJ","time1","2023-07-24","PJ",116,26,"45sw","45sw26",2023-07-24
"239",15,"45","sw","y","time1-24Jul-PJ","time1","2023-07-24","PJ",58,26,"45sw","45sw26",2023-07-24
"240",15,"45","sw","y","time1-24Jul-PJ","time1","2023-07-24","PJ",94,26,"45sw","45sw26",2023-07-24
"241",1,"b2","sw","y","time2-31jul-MM","time2","2023-07-31","MM",483,33,"b2sw","b2sw33",2023-07-31
"242",1,"b2","sw","y","time2-31jul-MM","time2","2023-07-31","MM",360,33,"b2sw","b2sw33",2023-07-31
"243",1,"b2","sw","y","time2-31jul-MM","time2","2023-07-31","MM",208,33,"b2sw","b2sw33",2023-07-31
"244",1,"b2","sw","y","time2-31jul-MM","time2","2023-07-31","MM",52,33,"b2sw","b2sw33",2023-07-31
"245",1,"b2","sw","y","time2-31jul-MM","time2","2023-07-31","MM",73,33,"b2sw","b2sw33",2023-07-31
"246",1,"b2","sw","y","time2-31jul-MM","time2","2023-07-31","MM",202,33,"b2sw","b2sw33",2023-07-31
"247",1,"b2","sw","y","time2-31jul-MM","time2","2023-07-31","MM",472,33,"b2sw","b2sw33",2023-07-31
"248",2,"45","ne","y","time2-31jul-MM","time2","2023-07-31","MM",425,33,"45ne","45ne33",2023-07-31
"249",2,"45","ne","y","time2-31jul-MM","time2","2023-07-31","MM",93,33,"45ne","45ne33",2023-07-31
"250",2,"45","ne","y","time2-31jul-MM","time2","2023-07-31","MM",88,33,"45ne","45ne33",2023-07-31
"251",2,"45","ne","y","time2-31jul-MM","time2","2023-07-31","MM",33,33,"45ne","45ne33",2023-07-31
"252",2,"45","ne","y","time2-31jul-MM","time2","2023-07-31","MM",19,33,"45ne","45ne33",2023-07-31
"253",2,"45","ne","y","time2-31jul-MM","time2","2023-07-31","MM",27,33,"45ne","45ne33",2023-07-31
"254",2,"45","ne","y","time2-31jul-MM","time2","2023-07-31","MM",54,33,"45ne","45ne33",2023-07-31
"255",2,"45","ne","y","time2-31jul-MM","time2","2023-07-31","MM",253,33,"45ne","45ne33",2023-07-31
"256",3,"t2","sw","n","time2-31jul-MM","time2","2023-07-31","MM",440,33,"t2sw","t2sw33",2023-07-31
"257",3,"t2","sw","n","time2-31jul-MM","time2","2023-07-31","MM",371,33,"t2sw","t2sw33",2023-07-31
"258",3,"t2","sw","n","time2-31jul-MM","time2","2023-07-31","MM",186,33,"t2sw","t2sw33",2023-07-31
"259",3,"t2","sw","n","time2-31jul-MM","time2","2023-07-31","MM",27,33,"t2sw","t2sw33",2023-07-31
"260",3,"t2","sw","n","time2-31jul-MM","time2","2023-07-31","MM",21,33,"t2sw","t2sw33",2023-07-31
"261",3,"t2","sw","n","time2-31jul-MM","time2","2023-07-31","MM",28,33,"t2sw","t2sw33",2023-07-31
"262",3,"t2","sw","n","time2-31jul-MM","time2","2023-07-31","MM",87,33,"t2sw","t2sw33",2023-07-31
"263",3,"t2","sw","n","time2-31jul-MM","time2","2023-07-31","MM",190,33,"t2sw","t2sw33",2023-07-31
"264",4,"b2","ne","n","time2-31jul-MM","time2","2023-07-31","MM",251,33,"b2ne","b2ne33",2023-07-31
"265",4,"b2","ne","n","time2-31jul-MM","time2","2023-07-31","MM",183,33,"b2ne","b2ne33",2023-07-31
"266",4,"b2","ne","n","time2-31jul-MM","time2","2023-07-31","MM",175,33,"b2ne","b2ne33",2023-07-31
"267",4,"b2","ne","n","time2-31jul-MM","time2","2023-07-31","MM",71,33,"b2ne","b2ne33",2023-07-31
"268",4,"b2","ne","n","time2-31jul-MM","time2","2023-07-31","MM",38,33,"b2ne","b2ne33",2023-07-31
"269",4,"b2","ne","n","time2-31jul-MM","time2","2023-07-31","MM",41,33,"b2ne","b2ne33",2023-07-31
"270",4,"b2","ne","n","time2-31jul-MM","time2","2023-07-31","MM",63,33,"b2ne","b2ne33",2023-07-31
"271",4,"b2","ne","n","time2-31jul-MM","time2","2023-07-31","MM",273,33,"b2ne","b2ne33",2023-07-31
"272",5,"45","sw","n","time2-31jul-MM","time2","2023-07-31","MM",643,33,"45sw","45sw33",2023-07-31
"273",5,"45","sw","n","time2-31jul-MM","time2","2023-07-31","MM",450,33,"45sw","45sw33",2023-07-31
"274",5,"45","sw","n","time2-31jul-MM","time2","2023-07-31","MM",485,33,"45sw","45sw33",2023-07-31
"275",5,"45","sw","n","time2-31jul-MM","time2","2023-07-31","MM",78,33,"45sw","45sw33",2023-07-31
"276",5,"45","sw","n","time2-31jul-MM","time2","2023-07-31","MM",87,33,"45sw","45sw33",2023-07-31
"277",5,"45","sw","n","time2-31jul-MM","time2","2023-07-31","MM",79,33,"45sw","45sw33",2023-07-31
"278",5,"45","sw","n","time2-31jul-MM","time2","2023-07-31","MM",102,33,"45sw","45sw33",2023-07-31
"279",5,"45","sw","n","time2-31jul-MM","time2","2023-07-31","MM",374,33,"45sw","45sw33",2023-07-31
"280",6,"b2","ne","n","time2-31jul-MM","time2","2023-07-31","MM",266,33,"b2ne","b2ne33",2023-07-31
"281",6,"b2","ne","n","time2-31jul-MM","time2","2023-07-31","MM",179,33,"b2ne","b2ne33",2023-07-31
"282",6,"b2","ne","n","time2-31jul-MM","time2","2023-07-31","MM",88,33,"b2ne","b2ne33",2023-07-31
"283",6,"b2","ne","n","time2-31jul-MM","time2","2023-07-31","MM",62,33,"b2ne","b2ne33",2023-07-31
"284",6,"b2","ne","n","time2-31jul-MM","time2","2023-07-31","MM",54,33,"b2ne","b2ne33",2023-07-31
"285",6,"b2","ne","n","time2-31jul-MM","time2","2023-07-31","MM",50,33,"b2ne","b2ne33",2023-07-31
"286",6,"b2","ne","n","time2-31jul-MM","time2","2023-07-31","MM",85,33,"b2ne","b2ne33",2023-07-31
"287",6,"b2","ne","n","time2-31jul-MM","time2","2023-07-31","MM",200,33,"b2ne","b2ne33",2023-07-31
"288",7,"45","sw","n","time2-31jul-MM","time2","2023-07-31","MM",526,33,"45sw","45sw33",2023-07-31
"289",7,"45","sw","n","time2-31jul-MM","time2","2023-07-31","MM",739,33,"45sw","45sw33",2023-07-31
"290",7,"45","sw","n","time2-31jul-MM","time2","2023-07-31","MM",327,33,"45sw","45sw33",2023-07-31
"291",7,"45","sw","n","time2-31jul-MM","time2","2023-07-31","MM",85,33,"45sw","45sw33",2023-07-31
"292",7,"45","sw","n","time2-31jul-MM","time2","2023-07-31","MM",42,33,"45sw","45sw33",2023-07-31
"293",7,"45","sw","n","time2-31jul-MM","time2","2023-07-31","MM",93,33,"45sw","45sw33",2023-07-31
"294",7,"45","sw","n","time2-31jul-MM","time2","2023-07-31","MM",90,33,"45sw","45sw33",2023-07-31
"295",7,"45","sw","n","time2-31jul-MM","time2","2023-07-31","MM",227,33,"45sw","45sw33",2023-07-31
"296",8,"b2","ne","n","time2-31jul-MM","time2","2023-07-31","MM",369,33,"b2ne","b2ne33",2023-07-31
"297",8,"b2","ne","n","time2-31jul-MM","time2","2023-07-31","MM",177,33,"b2ne","b2ne33",2023-07-31
"298",8,"b2","ne","n","time2-31jul-MM","time2","2023-07-31","MM",239,33,"b2ne","b2ne33",2023-07-31
"299",8,"b2","ne","n","time2-31jul-MM","time2","2023-07-31","MM",73,33,"b2ne","b2ne33",2023-07-31
"300",8,"b2","ne","n","time2-31jul-MM","time2","2023-07-31","MM",82,33,"b2ne","b2ne33",2023-07-31
"301",8,"b2","ne","n","time2-31jul-MM","time2","2023-07-31","MM",55,33,"b2ne","b2ne33",2023-07-31
"302",8,"b2","ne","n","time2-31jul-MM","time2","2023-07-31","MM",133,33,"b2ne","b2ne33",2023-07-31
"303",8,"b2","ne","n","time2-31jul-MM","time2","2023-07-31","MM",379,33,"b2ne","b2ne33",2023-07-31
"304",9,"t2","sw","n","time2-31jul-MM","time2","2023-07-31","MM",264,33,"t2sw","t2sw33",2023-07-31
"305",9,"t2","sw","n","time2-31jul-MM","time2","2023-07-31","MM",357,33,"t2sw","t2sw33",2023-07-31
"306",9,"t2","sw","n","time2-31jul-MM","time2","2023-07-31","MM",263,33,"t2sw","t2sw33",2023-07-31
"307",9,"t2","sw","n","time2-31jul-MM","time2","2023-07-31","MM",79,33,"t2sw","t2sw33",2023-07-31
"308",9,"t2","sw","n","time2-31jul-MM","time2","2023-07-31","MM",46,33,"t2sw","t2sw33",2023-07-31
"309",9,"t2","sw","n","time2-31jul-MM","time2","2023-07-31","MM",130,33,"t2sw","t2sw33",2023-07-31
"310",9,"t2","sw","n","time2-31jul-MM","time2","2023-07-31","MM",100,33,"t2sw","t2sw33",2023-07-31
"311",9,"t2","sw","n","time2-31jul-MM","time2","2023-07-31","MM",225,33,"t2sw","t2sw33",2023-07-31
"312",10,"45","ne","n","time2-31jul-MM","time2","2023-07-31","MM",309,33,"45ne","45ne33",2023-07-31
"313",10,"45","ne","n","time2-31jul-MM","time2","2023-07-31","MM",319,33,"45ne","45ne33",2023-07-31
"314",10,"45","ne","n","time2-31jul-MM","time2","2023-07-31","MM",249,33,"45ne","45ne33",2023-07-31
"315",10,"45","ne","n","time2-31jul-MM","time2","2023-07-31","MM",103,33,"45ne","45ne33",2023-07-31
"316",10,"45","ne","n","time2-31jul-MM","time2","2023-07-31","MM",51,33,"45ne","45ne33",2023-07-31
"317",10,"45","ne","n","time2-31jul-MM","time2","2023-07-31","MM",50,33,"45ne","45ne33",2023-07-31
"318",10,"45","ne","n","time2-31jul-MM","time2","2023-07-31","MM",136,33,"45ne","45ne33",2023-07-31
"319",10,"45","ne","n","time2-31jul-MM","time2","2023-07-31","MM",424,33,"45ne","45ne33",2023-07-31
"320",11,"b2","sw","n","time2-31jul-MM","time2","2023-07-31","MM",341,33,"b2sw","b2sw33",2023-07-31
"321",11,"b2","sw","n","time2-31jul-MM","time2","2023-07-31","MM",665,33,"b2sw","b2sw33",2023-07-31
"322",11,"b2","sw","n","time2-31jul-MM","time2","2023-07-31","MM",437,33,"b2sw","b2sw33",2023-07-31
"323",11,"b2","sw","n","time2-31jul-MM","time2","2023-07-31","MM",140,33,"b2sw","b2sw33",2023-07-31
"324",11,"b2","sw","n","time2-31jul-MM","time2","2023-07-31","MM",54,33,"b2sw","b2sw33",2023-07-31
"325",11,"b2","sw","n","time2-31jul-MM","time2","2023-07-31","MM",59,33,"b2sw","b2sw33",2023-07-31
"326",11,"b2","sw","n","time2-31jul-MM","time2","2023-07-31","MM",155,33,"b2sw","b2sw33",2023-07-31
"327",11,"b2","sw","n","time2-31jul-MM","time2","2023-07-31","MM",169,33,"b2sw","b2sw33",2023-07-31
"328",12,"45","ne","n","time2-31jul-MM","time2","2023-07-31","MM",199,33,"45ne","45ne33",2023-07-31
"329",12,"45","ne","n","time2-31jul-MM","time2","2023-07-31","MM",167,33,"45ne","45ne33",2023-07-31
"330",12,"45","ne","n","time2-31jul-MM","time2","2023-07-31","MM",44,33,"45ne","45ne33",2023-07-31
"331",12,"45","ne","n","time2-31jul-MM","time2","2023-07-31","MM",57,33,"45ne","45ne33",2023-07-31
"332",12,"45","ne","n","time2-31jul-MM","time2","2023-07-31","MM",140,33,"45ne","45ne33",2023-07-31
"333",12,"45","ne","n","time2-31jul-MM","time2","2023-07-31","MM",229,33,"45ne","45ne33",2023-07-31
"334",12,"45","ne","n","time2-31jul-MM","time2","2023-07-31","MM",180,33,"45ne","45ne33",2023-07-31
"335",12,"45","ne","n","time2-31jul-MM","time2","2023-07-31","MM",179,33,"45ne","45ne33",2023-07-31
"336",13,"t2","sw","n","time2-31jul-MM","time2","2023-07-31","MM",100,33,"t2sw","t2sw33",2023-07-31
"337",13,"t2","sw","n","time2-31jul-MM","time2","2023-07-31","MM",185,33,"t2sw","t2sw33",2023-07-31
"338",13,"t2","sw","n","time2-31jul-MM","time2","2023-07-31","MM",345,33,"t2sw","t2sw33",2023-07-31
"339",13,"t2","sw","n","time2-31jul-MM","time2","2023-07-31","MM",571,33,"t2sw","t2sw33",2023-07-31
"340",13,"t2","sw","n","time2-31jul-MM","time2","2023-07-31","MM",311,33,"t2sw","t2sw33",2023-07-31
"341",13,"t2","sw","n","time2-31jul-MM","time2","2023-07-31","MM",78,33,"t2sw","t2sw33",2023-07-31
"342",13,"t2","sw","n","time2-31jul-MM","time2","2023-07-31","MM",77,33,"t2sw","t2sw33",2023-07-31
"343",13,"t2","sw","n","time2-31jul-MM","time2","2023-07-31","MM",51,33,"t2sw","t2sw33",2023-07-31
"344",14,"b2","ne","y","time2-31jul-MM","time2","2023-07-31","MM",263,33,"b2ne","b2ne33",2023-07-31
"345",14,"b2","ne","y","time2-31jul-MM","time2","2023-07-31","MM",209,33,"b2ne","b2ne33",2023-07-31
"346",14,"b2","ne","y","time2-31jul-MM","time2","2023-07-31","MM",127,33,"b2ne","b2ne33",2023-07-31
"347",14,"b2","ne","y","time2-31jul-MM","time2","2023-07-31","MM",168,33,"b2ne","b2ne33",2023-07-31
"348",14,"b2","ne","y","time2-31jul-MM","time2","2023-07-31","MM",116,33,"b2ne","b2ne33",2023-07-31
"349",14,"b2","ne","y","time2-31jul-MM","time2","2023-07-31","MM",125,33,"b2ne","b2ne33",2023-07-31
"350",14,"b2","ne","y","time2-31jul-MM","time2","2023-07-31","MM",87,33,"b2ne","b2ne33",2023-07-31
"351",14,"b2","ne","y","time2-31jul-MM","time2","2023-07-31","MM",59,33,"b2ne","b2ne33",2023-07-31
"352",15,"45","sw","y","time2-31jul-MM","time2","2023-07-31","MM",52,33,"45sw","45sw33",2023-07-31
"353",15,"45","sw","y","time2-31jul-MM","time2","2023-07-31","MM",97,33,"45sw","45sw33",2023-07-31
"354",15,"45","sw","y","time2-31jul-MM","time2","2023-07-31","MM",314,33,"45sw","45sw33",2023-07-31
"355",15,"45","sw","y","time2-31jul-MM","time2","2023-07-31","MM",764,33,"45sw","45sw33",2023-07-31
"356",15,"45","sw","y","time2-31jul-MM","time2","2023-07-31","MM",405,33,"45sw","45sw33",2023-07-31
"357",15,"45","sw","y","time2-31jul-MM","time2","2023-07-31","MM",205,33,"45sw","45sw33",2023-07-31
"358",15,"45","sw","y","time2-31jul-MM","time2","2023-07-31","MM",154,33,"45sw","45sw33",2023-07-31
"359",15,"45","sw","y","time2-31jul-MM","time2","2023-07-31","MM",106,33,"45sw","45sw33",2023-07-31
"360",1,"b2","sw","y","time3-7Aug-PJ","time3","2023-08-07","PJ",572,40,"b2sw","b2sw40",2023-08-07
"361",1,"b2","sw","y","time3-7Aug-PJ","time3","2023-08-07","PJ",519,40,"b2sw","b2sw40",2023-08-07
"362",1,"b2","sw","y","time3-7Aug-PJ","time3","2023-08-07","PJ",354,40,"b2sw","b2sw40",2023-08-07
"363",1,"b2","sw","y","time3-7Aug-PJ","time3","2023-08-07","PJ",171,40,"b2sw","b2sw40",2023-08-07
"364",1,"b2","sw","y","time3-7Aug-PJ","time3","2023-08-07","PJ",143,40,"b2sw","b2sw40",2023-08-07
"365",1,"b2","sw","y","time3-7Aug-PJ","time3","2023-08-07","PJ",142,40,"b2sw","b2sw40",2023-08-07
"366",1,"b2","sw","y","time3-7Aug-PJ","time3","2023-08-07","PJ",476,40,"b2sw","b2sw40",2023-08-07
"367",1,"b2","sw","y","time3-7Aug-PJ","time3","2023-08-07","PJ",629,40,"b2sw","b2sw40",2023-08-07
"368",2,"45","ne","y","time3-7Aug-PJ","time3","2023-08-07","PJ",241,40,"45ne","45ne40",2023-08-07
"369",2,"45","ne","y","time3-7Aug-PJ","time3","2023-08-07","PJ",248,40,"45ne","45ne40",2023-08-07
"370",2,"45","ne","y","time3-7Aug-PJ","time3","2023-08-07","PJ",52,40,"45ne","45ne40",2023-08-07
"371",2,"45","ne","y","time3-7Aug-PJ","time3","2023-08-07","PJ",22,40,"45ne","45ne40",2023-08-07
"372",2,"45","ne","y","time3-7Aug-PJ","time3","2023-08-07","PJ",32,40,"45ne","45ne40",2023-08-07
"373",2,"45","ne","y","time3-7Aug-PJ","time3","2023-08-07","PJ",35,40,"45ne","45ne40",2023-08-07
"374",2,"45","ne","y","time3-7Aug-PJ","time3","2023-08-07","PJ",83,40,"45ne","45ne40",2023-08-07
"375",2,"45","ne","y","time3-7Aug-PJ","time3","2023-08-07","PJ",116,40,"45ne","45ne40",2023-08-07
"376",3,"t2","sw","n","time3-7Aug-PJ","time3","2023-08-07","PJ",306,40,"t2sw","t2sw40",2023-08-07
"377",3,"t2","sw","n","time3-7Aug-PJ","time3","2023-08-07","PJ",189,40,"t2sw","t2sw40",2023-08-07
"378",3,"t2","sw","n","time3-7Aug-PJ","time3","2023-08-07","PJ",116,40,"t2sw","t2sw40",2023-08-07
"379",3,"t2","sw","n","time3-7Aug-PJ","time3","2023-08-07","PJ",83,40,"t2sw","t2sw40",2023-08-07
"380",3,"t2","sw","n","time3-7Aug-PJ","time3","2023-08-07","PJ",79,40,"t2sw","t2sw40",2023-08-07
"381",3,"t2","sw","n","time3-7Aug-PJ","time3","2023-08-07","PJ",138,40,"t2sw","t2sw40",2023-08-07
"382",3,"t2","sw","n","time3-7Aug-PJ","time3","2023-08-07","PJ",391,40,"t2sw","t2sw40",2023-08-07
"383",3,"t2","sw","n","time3-7Aug-PJ","time3","2023-08-07","PJ",397,40,"t2sw","t2sw40",2023-08-07
"384",4,"b2","ne","n","time3-7Aug-PJ","time3","2023-08-07","PJ",378,40,"b2ne","b2ne40",2023-08-07
"385",4,"b2","ne","n","time3-7Aug-PJ","time3","2023-08-07","PJ",334,40,"b2ne","b2ne40",2023-08-07
"386",4,"b2","ne","n","time3-7Aug-PJ","time3","2023-08-07","PJ",161,40,"b2ne","b2ne40",2023-08-07
"387",4,"b2","ne","n","time3-7Aug-PJ","time3","2023-08-07","PJ",42,40,"b2ne","b2ne40",2023-08-07
"388",4,"b2","ne","n","time3-7Aug-PJ","time3","2023-08-07","PJ",93,40,"b2ne","b2ne40",2023-08-07
"389",4,"b2","ne","n","time3-7Aug-PJ","time3","2023-08-07","PJ",117,40,"b2ne","b2ne40",2023-08-07
"390",4,"b2","ne","n","time3-7Aug-PJ","time3","2023-08-07","PJ",219,40,"b2ne","b2ne40",2023-08-07
"391",4,"b2","ne","n","time3-7Aug-PJ","time3","2023-08-07","PJ",434,40,"b2ne","b2ne40",2023-08-07
"392",5,"45","sw","n","time3-7Aug-PJ","time3","2023-08-07","PJ",646,40,"45sw","45sw40",2023-08-07
"393",5,"45","sw","n","time3-7Aug-PJ","time3","2023-08-07","PJ",342,40,"45sw","45sw40",2023-08-07
"394",5,"45","sw","n","time3-7Aug-PJ","time3","2023-08-07","PJ",240,40,"45sw","45sw40",2023-08-07
"395",5,"45","sw","n","time3-7Aug-PJ","time3","2023-08-07","PJ",127,40,"45sw","45sw40",2023-08-07
"396",5,"45","sw","n","time3-7Aug-PJ","time3","2023-08-07","PJ",130,40,"45sw","45sw40",2023-08-07
"397",5,"45","sw","n","time3-7Aug-PJ","time3","2023-08-07","PJ",187,40,"45sw","45sw40",2023-08-07
"398",5,"45","sw","n","time3-7Aug-PJ","time3","2023-08-07","PJ",358,40,"45sw","45sw40",2023-08-07
"399",5,"45","sw","n","time3-7Aug-PJ","time3","2023-08-07","PJ",577,40,"45sw","45sw40",2023-08-07
"400",6,"b2","ne","n","time3-7Aug-PJ","time3","2023-08-07","PJ",395,40,"b2ne","b2ne40",2023-08-07
"401",6,"b2","ne","n","time3-7Aug-PJ","time3","2023-08-07","PJ",407,40,"b2ne","b2ne40",2023-08-07
"402",6,"b2","ne","n","time3-7Aug-PJ","time3","2023-08-07","PJ",223,40,"b2ne","b2ne40",2023-08-07
"403",6,"b2","ne","n","time3-7Aug-PJ","time3","2023-08-07","PJ",100,40,"b2ne","b2ne40",2023-08-07
"404",6,"b2","ne","n","time3-7Aug-PJ","time3","2023-08-07","PJ",86,40,"b2ne","b2ne40",2023-08-07
"405",6,"b2","ne","n","time3-7Aug-PJ","time3","2023-08-07","PJ",87,40,"b2ne","b2ne40",2023-08-07
"406",6,"b2","ne","n","time3-7Aug-PJ","time3","2023-08-07","PJ",171,40,"b2ne","b2ne40",2023-08-07
"407",6,"b2","ne","n","time3-7Aug-PJ","time3","2023-08-07","PJ",275,40,"b2ne","b2ne40",2023-08-07
"408",7,"45","sw","n","time3-7Aug-PJ","time3","2023-08-07","PJ",758,40,"45sw","45sw40",2023-08-07
"409",7,"45","sw","n","time3-7Aug-PJ","time3","2023-08-07","PJ",693,40,"45sw","45sw40",2023-08-07
"410",7,"45","sw","n","time3-7Aug-PJ","time3","2023-08-07","PJ",219,40,"45sw","45sw40",2023-08-07
"411",7,"45","sw","n","time3-7Aug-PJ","time3","2023-08-07","PJ",76,40,"45sw","45sw40",2023-08-07
"412",7,"45","sw","n","time3-7Aug-PJ","time3","2023-08-07","PJ",57,40,"45sw","45sw40",2023-08-07
"413",7,"45","sw","n","time3-7Aug-PJ","time3","2023-08-07","PJ",130,40,"45sw","45sw40",2023-08-07
"414",7,"45","sw","n","time3-7Aug-PJ","time3","2023-08-07","PJ",509,40,"45sw","45sw40",2023-08-07
"415",7,"45","sw","n","time3-7Aug-PJ","time3","2023-08-07","PJ",537,40,"45sw","45sw40",2023-08-07
"416",8,"b2","ne","n","time3-7Aug-PJ","time3","2023-08-07","PJ",645,40,"b2ne","b2ne40",2023-08-07
"417",8,"b2","ne","n","time3-7Aug-PJ","time3","2023-08-07","PJ",402,40,"b2ne","b2ne40",2023-08-07
"418",8,"b2","ne","n","time3-7Aug-PJ","time3","2023-08-07","PJ",215,40,"b2ne","b2ne40",2023-08-07
"419",8,"b2","ne","n","time3-7Aug-PJ","time3","2023-08-07","PJ",151,40,"b2ne","b2ne40",2023-08-07
"420",8,"b2","ne","n","time3-7Aug-PJ","time3","2023-08-07","PJ",80,40,"b2ne","b2ne40",2023-08-07
"421",8,"b2","ne","n","time3-7Aug-PJ","time3","2023-08-07","PJ",110,40,"b2ne","b2ne40",2023-08-07
"422",8,"b2","ne","n","time3-7Aug-PJ","time3","2023-08-07","PJ",222,40,"b2ne","b2ne40",2023-08-07
"423",8,"b2","ne","n","time3-7Aug-PJ","time3","2023-08-07","PJ",249,40,"b2ne","b2ne40",2023-08-07
"424",9,"t2","sw","n","time3-7Aug-PJ","time3","2023-08-07","PJ",432,40,"t2sw","t2sw40",2023-08-07
"425",9,"t2","sw","n","time3-7Aug-PJ","time3","2023-08-07","PJ",326,40,"t2sw","t2sw40",2023-08-07
"426",9,"t2","sw","n","time3-7Aug-PJ","time3","2023-08-07","PJ",103,40,"t2sw","t2sw40",2023-08-07
"427",9,"t2","sw","n","time3-7Aug-PJ","time3","2023-08-07","PJ",51,40,"t2sw","t2sw40",2023-08-07
"428",9,"t2","sw","n","time3-7Aug-PJ","time3","2023-08-07","PJ",74,40,"t2sw","t2sw40",2023-08-07
"429",9,"t2","sw","n","time3-7Aug-PJ","time3","2023-08-07","PJ",78,40,"t2sw","t2sw40",2023-08-07
"430",9,"t2","sw","n","time3-7Aug-PJ","time3","2023-08-07","PJ",160,40,"t2sw","t2sw40",2023-08-07
"431",9,"t2","sw","n","time3-7Aug-PJ","time3","2023-08-07","PJ",152,40,"t2sw","t2sw40",2023-08-07
"432",10,"45","ne","n","time3-7Aug-PJ","time3","2023-08-07","PJ",338,40,"45ne","45ne40",2023-08-07
"433",10,"45","ne","n","time3-7Aug-PJ","time3","2023-08-07","PJ",291,40,"45ne","45ne40",2023-08-07
"434",10,"45","ne","n","time3-7Aug-PJ","time3","2023-08-07","PJ",82,40,"45ne","45ne40",2023-08-07
"435",10,"45","ne","n","time3-7Aug-PJ","time3","2023-08-07","PJ",43,40,"45ne","45ne40",2023-08-07
"436",10,"45","ne","n","time3-7Aug-PJ","time3","2023-08-07","PJ",45,40,"45ne","45ne40",2023-08-07
"437",10,"45","ne","n","time3-7Aug-PJ","time3","2023-08-07","PJ",87,40,"45ne","45ne40",2023-08-07
"438",10,"45","ne","n","time3-7Aug-PJ","time3","2023-08-07","PJ",233,40,"45ne","45ne40",2023-08-07
"439",10,"45","ne","n","time3-7Aug-PJ","time3","2023-08-07","PJ",192,40,"45ne","45ne40",2023-08-07
"440",11,"b2","sw","n","time3-7Aug-PJ","time3","2023-08-07","PJ",265,40,"b2sw","b2sw40",2023-08-07
"441",11,"b2","sw","n","time3-7Aug-PJ","time3","2023-08-07","PJ",399,40,"b2sw","b2sw40",2023-08-07
"442",11,"b2","sw","n","time3-7Aug-PJ","time3","2023-08-07","PJ",71,40,"b2sw","b2sw40",2023-08-07
"443",11,"b2","sw","n","time3-7Aug-PJ","time3","2023-08-07","PJ",39,40,"b2sw","b2sw40",2023-08-07
"444",11,"b2","sw","n","time3-7Aug-PJ","time3","2023-08-07","PJ",38,40,"b2sw","b2sw40",2023-08-07
"445",11,"b2","sw","n","time3-7Aug-PJ","time3","2023-08-07","PJ",95,40,"b2sw","b2sw40",2023-08-07
"446",11,"b2","sw","n","time3-7Aug-PJ","time3","2023-08-07","PJ",146,40,"b2sw","b2sw40",2023-08-07
"447",11,"b2","sw","n","time3-7Aug-PJ","time3","2023-08-07","PJ",348,40,"b2sw","b2sw40",2023-08-07
"448",12,"45","ne","n","time3-7Aug-PJ","time3","2023-08-07","PJ",316,40,"45ne","45ne40",2023-08-07
"449",12,"45","ne","n","time3-7Aug-PJ","time3","2023-08-07","PJ",407,40,"45ne","45ne40",2023-08-07
"450",12,"45","ne","n","time3-7Aug-PJ","time3","2023-08-07","PJ",143,40,"45ne","45ne40",2023-08-07
